Price for 2,Dining Rating,Dining Rating Count,Location,Cuisine
300,4.2,383,Sowcarpet,"North Indian,  South Indian,  Street Food,  Fast Food,  Ice Cream,  Beverages"
800,4,400,Nungambakkam,"North Indian,  Continental,  Seafood,  Fast Food,  Beverages"
650,4,348,Egatoor,"Chinese,  North Indian,  Arabian"
1200,4.6,459,Anna Nagar West,"Asian,  Chinese,  Middle Eastern"
1200,4.3,444,Somerset Greenways,"Cafe,  North Indian,  Malwani"
800,3.7,528,Triplicane,"North Indian,  Mughlai,  Chinese,  Chettinad"
400,4.2,291,Chetpet,"North Indian,  Street Food,  Fast Food,  Beverages"
700,3.4,324,Porur,"Chettinad,  North Indian,  Chinese,  Seafood,  Biryani"
600,4.2,480,"Hotel Palmgrove, Nungambakkam","North Indian,  South Indian,  Chinese,  Ice Cream,  Beverages"
700,3.7,459,Porur,"Biryani,  North Indian,  Andhra,  Chinese"
3000,4.3,564,Nungambakkam,Finger Food
600,3.3,459,Porur,"Chettinad,  Kerala,  North Indian,  Fast Food"
1300,4.1,566,Anna Nagar East,"North Indian,  Chinese,  Continental"
500,4.4,447,Selaiyur,"Cafe,  Desserts,  Sandwich,  Italian,  Pizza,  Bakery,  Salad"
500,4.2,452,Nungambakkam,Fast Food
1600,4.4,443,Kotturpuram,"Chettinad,  Andhra,  Kerala,  Mangalorean,  South Indian"
3000,4.7,432,"Taj Coromandel, Nungambakkam",South Indian
400,4.2,391,Velachery,"Desserts,  Beverages"
450,4.1,441,Adyar,"Fast Food,  Sandwich,  Rolls,  Desserts,  Juices,  Beverages"
1100,4.1,440,Thousand Lights,"Continental,  Salad,  Steak"
1000,4.1,430,Anna Nagar West,"Continental,  American,  Beverages,  Italian,  Steak,  Asian"
500,4.3,436,T. Nagar,"Cafe,  Fast Food"
450,4,438,Alwarpet,"Beverages,  Desserts,  Ice Cream"
350,4,350,Avadi,Chinese
600,4.2,450,Taramani,"Biryani,  South Indian,  North Indian,  Chinese,  Arabian"
3000,4.3,424,"Taj Club House, Thousand Lights","Mediterranean,  Lebanese,  Moroccan,  Spanish"
700,4,429,Ashok Nagar,"Chettinad,  South Indian,  North Indian,  Biryani"
500,3.8,377,Tambaram,"Cafe,  Fast Food,  Beverages"
600,4.3,339,Nungambakkam,"Beverages,  Desserts,  Fast Food"
400,3.8,424,Velachery,"Tibetan,  Momos"
450,,Does not offer Dining,Alwarpet,Bakery
450,4,412,Egmore,"North Indian,  Andhra"
600,4.1,402,Velachery,"Bakery,  Continental,  Fast Food,  Desserts"
700,3.9,519,Pallikaranai,"North Indian,  South Indian,  Chinese,  Chettinad"
3000,4,274,"Radisson Blu Temple Bay, Mamallapuram","Cafe,  South Indian,  North Indian,  Mediterranean,  Italian,  Seafood"
500,,Does not offer Dining,Karapakkam,"Chinese,  North Indian,  Chettinad,  Rolls"
700,3.8,419,Royapettah,"South Indian,  North Indian,  Desserts"
500,4.1,410,Anna Nagar East,"Cafe,  Fast Food"
200,4.1,319,Anna Nagar East,"Tea,  Fast Food,  Beverages"
1000,4.1,320,Ramapuram,"North Indian,  Mughlai,  Biryani,  Desserts,  Beverages"
700,2.8,586,Potheri,"North Indian,  Chinese,  Italian,  Rolls,  Burger"
250,4.3,445,"OMR Food Street, Guduvancheri",Fast Food
1500,4.5,397,"The Accord Metropolitan, T. Nagar","South Indian,  North Indian"
400,4,266,Kilpauk,"South Indian,  North Indian,  Chinese"
500,4.3,578,Potheri,"North Indian,  Chinese,  Biryani"
300,3.6,450,Kilpauk,"Biryani,  Mughlai,  Arabian"
250,4,254,Porur,Biryani
400,4.1,447,Nungambakkam,"Beverages,  Fast Food"
750,4.1,244,Nungambakkam,"Arabian,  Lebanese,  Middle Eastern,  Egyptian,  Turkish,  Moroccan,  Mediterranean"
900,3.3,347,Porur,"Arabian,  North Indian,  Chinese,  Seafood,  Biryani,  Juices"
3000,4.2,383,"The Raintree, Alwarpet","Continental,  Mughlai,  North Indian,  Seafood"
600,3.8,343,Velachery,"South Indian,  Biryani"
1100,3.8,390,Nungambakkam,"Cafe,  Continental,  Chinese"
500,2.1,462,Thuraipakkam,"North Indian,  Chinese"
850,3.7,247,Nungambakkam,"North Indian,  Chinese,  Mughlai"
3000,4.2,375,"Taj Coromandel, Nungambakkam","North Indian,  South Indian,  Italian,  Mediterranean,  Thai,  Seafood"
700,4,385,Velachery,"Cafe,  Desserts"
500,4,266,Velachery,"Kebab,  Mughlai,  Chinese,  Biryani"
800,4,382,Anna Nagar West,"Continental,  Chinese,  Fast Food,  Italian"
800,4.1,277,Gopalapuram,"North Indian,  Chinese"
600,4.1,365,Thuraipakkam,"South Indian,  North Indian,  Italian,  Continental,  Mughlai"
250,4.3,281,Ashok Nagar,South Indian
500,3.4,548,Potheri,"North Indian,  Chinese,  Beverages"
550,3.9,380,Adyar,"South Indian,  Chettinad,  North Indian"
4500,4.8,371,"ITC Grand Chola, Guindy","South Indian,  Chinese,  Desserts"
250,4.3,343,Alwarpet,"Bakery,  Fast Food,  Sandwich,  Desserts"
2500,4.6,377,"Crowne Plaza Chennai Adyar Park, Alwarpet","South Indian,  Kerala,  Andhra"
400,3.7,243,Medavakkam,"Street Food,  North Indian,  Chinese"
300,3.9,413,Egmore,Biryani
400,3.7,307,Ashok Nagar,"Street Food,  Beverages,  Mithai,  Chinese,  North Indian"
400,4.1,372,Besant Nagar,"Cafe,  Beverages,  Fast Food"
900,4.1,369,Anna Nagar East,"Italian,  Continental,  Asian,  Fast Food,  Pizza"
600,3.9,369,Anna Nagar East,"Continental,  American,  Italian,  Cafe"
500,4.1,363,Anna Nagar West,Cafe
200,4,357,Perungudi,"Fast Food,  Street Food"
1000,4.2,322,T. Nagar,"Continental,  Tea,  Italian,  Desserts"
300,4.2,520,Sowcarpet,"Andhra,  South Indian"
350,4,361,Thuraipakkam,Cafe
1500,4.2,511,"Hotel Centre Point, Sholinganallur",Finger Food
600,3.9,433,Egatoor,"Arabian,  North Indian,  Chinese"
400,3.9,480,K.K. Nagar,"Chinese,  North Indian"
350,3.6,542,Velachery,"South Indian,  Biryani,  Chinese"
500,4.2,382,Triplicane,"North Indian,  Chinese,  South Indian"
400,3.9,348,Perungudi,"North Indian,  Chinese,  Mughlai"
500,,Does not offer Dining,Aminijikarai,"South Indian,  Chinese"
2500,3.8,351,RK Salai (Cathedral Road),"North Indian,  Continental"
800,4.1,383,Ambattur,"Seafood,  Biryani,  North Indian,  Chinese,  Arabian,  Mughlai"
450,4,271,Nungambakkam,"North Indian,  Fast Food,  Street Food,  Mithai,  Beverages"
1000,4,421,Perungudi,"North Indian,  Chinese,  Mughlai"
300,4.1,370,Nungambakkam,"Desserts,  Beverages,  Fast Food"
450,3.9,514,Tambaram,"Chinese,  North Indian,  Chettinad"
550,4.6,419,T. Nagar,"Tamil,  Chettinad"
400,4.5,322,Egmore,"Ice Cream,  Desserts"
250,3.9,376,Adyar,"North Indian,  Street Food"
1200,4.2,337,"Harrisons Hotel, Nungambakkam","Chinese,  Seafood"
300,3.9,517,T. Nagar,"Biryani,  Chinese,  North Indian,  South Indian"
2500,4.3,294,"ITC Grand Chola, Guindy","Cafe,  South Indian,  Continental,  North Indian"
800,4,333,Kilpauk,"Mexican,  North Indian"
1700,3,309,"Lemon Tree Hotel, Guindy","Continental,  North Indian,  European,  American"
400,4,219,Anna Nagar East,"Desserts,  Ice Cream"
700,3.9,339,Anna Nagar East,"Andhra,  North Indian,  Chinese,  Seafood,  Biryani"
600,4,272,Alwarpet,"Bakery,  Desserts"
900,3.9,169,Anna Nagar East,"Italian,  Continental,  Mexican,  Chinese"
900,4,296,Nandanam,"North Indian,  Mughlai,  Seafood,  Kerala,  Chinese,  Ice Cream,  Beverages"
600,3.7,401,Anna Nagar West,"North Indian,  Chettinad,  Chinese,  Beverages"
500,4.3,375,Nungambakkam,"Turkish,  Kebab"
450,4,352,Perambur,"North Indian,  Chinese,  Biryani"
800,4,331,T. Nagar,"North Indian,  South Indian,  Fast Food,  Chinese"
250,4.3,324,Egmore,"Mithai,  Street Food"
1100,3.9,329,Alwarpet,"European,  Russian,  Continental,  Momos"
1000,4.1,331,Royapettah,"Chinese,  North Indian"
250,3.8,479,Ashok Nagar,"North Indian,  Chinese"
2500,4,326,"Vivanta Chennai, IT Expressway, Sholinganallur ","North Indian,  South Indian,  European,  Continental"
600,3.8,452,Thiruvanmiyur,"Biryani,  North Indian,  Chinese,  Kebab,  Chettinad"
600,4,349,Sholinganallur,"Chettinad,  Biryani,  North Indian,  South Indian,  Chinese,  Seafood,  Beverages"
500,4.1,323,Besant Nagar,"Continental,  Italian"
1000,4.2,316,Velachery,"Fast Food,  Portuguese"
600,3.5,439,Potheri,"Biryani,  North Indian,  Kerala"
3000,4.1,308,"Taj Fishermans Cove Resort & Spa, Kanchipuram District","Healthy Food,  Continental,  Burger,  South Indian,  Pizza,  North Indian,  Chinese,  Asian"
800,4.2,309,Velachery,"Cafe,  Desserts"
1500,4.1,299,"The Residency, T. Nagar","Thai,  Chinese,  Malaysian"
500,4,408,GST Road,North Indian
300,3.9,351,K.K. Nagar,"Pizza,  Burger,  Sandwich,  Rolls,  Fast Food,  Beverages"
2500,4.1,301,Novotel Chennai Sipcot,"European,  North Indian,  Chinese"
300,3.8,454,Karapakkam,"Rolls,  Fast Food,  Desserts"
1200,4,254,Nungambakkam,"Cafe,  Continental,  Italian,  Fast Food,  Desserts,  Beverages"
600,3.9,380,Medavakkam,"North Indian,  Chinese,  South Indian,  Mughlai,  Seafood,  Chettinad"
400,4.1,404,Anna Nagar West,"Biryani,  Chinese,  North Indian,  Seafood"
1800,4.4,295,Teynampet,"South Indian,  Kerala,  Chettinad"
1200,4.3,291,Nungambakkam,"Italian,  Continental,  Fast Food"
650,3.9,300,Adyar,"Cafe,  Fast Food,  Beverages"
1000,4.2,263,Neelangarai,"Finger Food,  North Indian,  Continental,  Italian"
250,4.2,328,Adyar,"Juices,  Beverages,  Ice Cream,  Street Food"
550,4,350,Royapettah,"North Indian,  Mughlai,  Chinese,  Biryani,  Desserts,  Beverages"
550,3.7,465,Old Mahabalipuram Road (OMR),"Continental,  North Indian,  Chinese,  South Indian"
600,3.9,332,Ramapuram,"Biryani,  Chinese,  North Indian"
500,4.1,440,Selaiyur,"South Indian,  Chettinad"
300,4.1,289,Kilpauk,"Desserts,  Beverages"
2000,3.8,293,Guindy,"South Indian,  North Indian,  Salad,  Asian"
700,2,442,Anna Nagar East,"Thai,  Chinese,  North Indian,  Biryani"
700,4.1,255,Alwarpet,"Chinese,  Asian"
900,3.9,312,K.K. Nagar,"North Indian,  Chinese,  Mughlai"
1000,4.3,452,Selaiyur,Finger Food
600,4.2,287,T. Nagar,Cafe
2800,4.1,289,"Crowne Plaza Chennai Adyar Park, Alwarpet","North Indian,  South Indian,  Continental,  Chinese"
600,4.1,333,Chromepet,"Biryani,  South Indian,  Chettinad,  North Indian,  Chinese"
900,4.1,329,Padur,"Chinese,  Thai,  Malaysian,  Momos"
400,3.8,272,Aminijikarai,"Biryani,  Chinese,  Chettinad"
250,,Does not offer Dining,Kilpauk,"South Indian,  Fast Food"
700,4.3,335,Kottivakkam,"Chinese,  Andhra,  Chettinad,  North Indian"
700,4,278,Anna Nagar East,"South Indian,  Continental,  Chinese"
1300,3.6,341,Semmancheri,"Thai,  Chinese,  Asian,  Momos,  South Indian,  Desserts,  Beverages"
850,4.1,337,Nungambakkam,"South Indian,  North Indian,  Beverages"
650,3.7,394,Anna Nagar West,"North Indian,  Chinese,  Arabian,  Biryani,  Seafood"
750,2.2,300,Velachery,"North Indian,  South Indian,  Chettinad"
450,4.2,323,T. Nagar,"Chettinad,  Chinese,  North Indian"
800,4,282,"Ispahani Centre, Nungambakkam","Cafe,  Chinese,  Continental,  Beverages"
300,4,391,West Mambalam,"Street Food,  North Indian,  Chinese,  South Indian"
600,3.8,276,Nanganallur,Cafe
2600,4.2,278,Nungambakkam,Thai
500,4.1,295,Mylapore,"South Indian,  North Indian"
800,,Does not offer Dining,Kilpauk,Bakery
1200,3.7,315,Perungudi,"Biryani,  North Indian,  BBQ,  South Indian"
450,3.9,219,Mogappair,"South Indian,  Chinese,  North Indian,  Beverages"
1500,4.1,267,"JP Hotel, Koyambedu","North Indian,  Mughlai"
1850,4.2,261,Nandanam,"Japanese,  Korean"
800,4,416,Tambaram,"North Indian,  Chinese,  Seafood,  Mughlai,  Biryani,  Beverages"
650,4.2,264,Besant Nagar,"Cafe,  Tea,  Desserts,  British"
600,4,300,Kovalam,"Italian,  Continental,  Cafe,  South Indian"
500,3.9,265,Anna Nagar East,"Fast Food,  Healthy Food,  Beverages"
1500,4.1,295,Old Mahabalipuram Road (OMR),"Continental,  Italian,  North Indian,  Chinese,  Thai"
400,3.2,264,Kolathur,"South Indian,  Chinese"
400,4,308,Porur,"North Indian,  Chinese,  Fast Food,  Biryani"
350,3.7,261,Anna Nagar West,"Beverages,  Desserts,  Ice Cream"
300,4.1,364,Anna Nagar East,"Chettinad,  South Indian,  Chinese"
300,4.2,298,Chromepet,"Bakery,  Fast Food,  Ice Cream,  Desserts"
400,4.4,210,Besant Nagar,"Beverages,  Fast Food"
2500,4.2,188,"Novotel Chennai, OMR","Continental,  Italian,  North Indian"
500,3.9,223,Royapettah,"Mangalorean,  Chettinad"
2500,4.2,257,"Taj Club House, Thousand Lights","North Indian,  South Indian,  Continental"
350,3.9,458,Padur,Andhra
600,3.9,259,Nungambakkam,"Cafe,  Fast Food,  Desserts,  Beverages,  Sandwich"
400,3.9,263,Chromepet,"Fast Food,  Pizza,  Momos,  Italian"
600,3.9,310,Vandalur,"BBQ,  North Indian,  Mughlai,  Chinese,  Fast Food"
2500,4,248,"Feathers, A Radha Hotel","Continental,  South Indian,  Italian,  North Indian"
550,3.9,267,GST Road,"North Indian,  Street Food,  Beverages,  Desserts"
200,4.4,394,Sowcarpet,"Rajasthani,  Street Food"
850,4,168,Anna Nagar West,"North Indian,  Mughlai"
650,3.9,244,Mahabalipuram,"North Indian,  Seafood,  South Indian,  Nepalese"
2000,4.2,310,Teynampet,Finger Food
800,4,246,Egatoor,"Asian,  Cafe,  South Indian,  Kebab,  Chinese,  Burger"
500,4,250,"Massbunk Complex, Purasavakkam",Fast Food
400,,Does not offer Dining,Potheri,"Continental,  North Indian,  Chinese,  Pizza,  Seafood"
400,3.9,266,Kilpauk,"Italian,  North Indian,  Chinese"
700,4.2,322,"OMR Food Street, Ambattur","Andhra,  South Indian,  Biryani"
1100,3.9,243,"Zone by The Park, Pallikaranai","Thai,  Chinese,  Continental,  North Indian,  South Indian"
600,3.9,394,Thiruvanmiyur,"North Indian,  South Indian,  Chinese"
400,4,147,Ekkaduthangal,"Biryani,  North Indian"
700,3.9,223,Anna Nagar East,"Cafe,  Mexican,  Italian,  Desserts,  Beverages"
1500,3.3,243,"Aloft Chennai, Sholinganallur","North Indian,  Italian"
550,3.5,233,Chromepet,"Chettinad,  Chinese,  South Indian"
250,4.1,441,Ramapuram,"Sandwich,  Fast Food,  Street Food,  Beverages"
550,3.7,275,T. Nagar,"North Indian,  Kebab,  Chinese,  BBQ"
1200,4,240,"Hotel Rajpark, Alwarpet","North Indian,  Continental"
650,2.6,213,Anna Nagar West,"North Indian,  South Indian,  Chinese,  Biryani"
600,4.2,252,Okkiyampet,"South Indian,  Beverages"
450,3.7,400,Porur,"Chinese,  North Indian,  South Indian"
500,4.2,208,Teynampet,"Kerala,  Desserts,  Beverages"
200,,Does not offer Dining,Purasavakkam,"Beverages,  Ice Cream,  Juices,  Sandwich"
800,4.1,239,"Ispahani Centre, Nungambakkam","North Indian,  Continental,  Chinese,  Desserts,  Beverages"
2800,4.4,237,"Taj Coromandel, Nungambakkam",Chinese
2400,4.3,332,Grand by GRT Hotels,"Finger Food,  Momos"
600,4,329,Perambur,"Arabian,  Asian,  Chinese,  North Indian"
300,4.3,289,Gopalapuram,South Indian
1300,4.3,363,Vadapalani,Finger Food
500,4.1,255,Park Town,"Andhra,  Chinese,  Street Food"
700,4.2,354,Thuraipakkam,"North Indian,  Chinese,  Arabian"
250,3.8,85,Adyar,Biryani
2500,4.1,227,RK Salai (Cathedral Road),"South Indian,  Kerala"
850,3.5,222,"Benzz Park, T. Nagar","Chinese,  Continental,  South Indian,  North Indian"
1800,3.9,226,"Ramada, Egmore","North Indian,  South Indian,  Continental,  Chinese"
400,4.1,255,Ashok Nagar,Beverages
250,,Does not offer Dining,Besant Nagar,"Street Food,  Fast Food"
200,,Does not offer Dining,Thousand Lights,"South Indian,  Kerala"
700,4,225,St. Thomas Mount,"Fast Food,  Chinese,  North Indian,  Mughlai,  Beverages"
1500,3.9,118,T. Nagar,"Finger Food,  North Indian,  Chinese"
300,,Does not offer Dining,Egatoor,"South Indian,  North Indian,  Chinese"
500,3.9,225,"OMR Food Street, Navallur","American,  Fast Food"
400,3.8,285,Anna Nagar West,"North Indian,  Biryani"
800,4,252,Chetpet,"North Indian,  Chinese"
250,,Does not offer Dining,Anna Nagar West,"South Indian,  Chinese"
700,2.5,344,Semmancheri,"Arabian,  Chinese,  North Indian,  Seafood,  Biryani,  Ice Cream,  Beverages,  Juices"
1000,3.7,219,"Ambica Empire, Vadapalani","Continental,  European,  South Indian,  North Indian,  Chinese,  Desserts"
1500,4.2,214,Foodies Kitchen,"Japanese,  Sushi"
500,3.5,207,Mahabalipuram,"Seafood,  Chinese"
700,3.9,246,Nanganallur,"Fast Food,  Mexican,  North Indian,  Chinese"
150,4,345,Chromepet,"Sandwich,  Burger,  Pizza,  Fast Food,  Beverages"
600,4.1,254,Anna Nagar East,"Seafood,  Biryani,  South Indian"
450,3.9,333,Navallur,"BBQ,  North Indian,  Chinese,  Seafood,  Beverages,  Desserts,  Biryani,  South Indian"
1000,3.9,198,Alwarpet,Thai
500,3.7,205,Adyar,"Biryani,  North Indian,  Chinese,  Chettinad"
800,3.9,283,Nungambakkam,"Arabian,  Chinese,  North Indian"
500,4,198,Chromepet,"Bakery,  Fast Food,  Desserts,  Beverages"
650,3.9,304,Adyar,"North Indian,  Chinese,  Seafood,  Biryani"
250,4,201,Besant Nagar,Desserts
200,4.2,250,Okkiyampet,Ice Cream
500,4,195,Medavakkam,"Cafe,  Fast Food,  Juices,  Beverages"
250,3.8,347,Choolaimedu,"Chinese,  Chettinad"
150,3.7,334,Karapakkam,"Street Food,  North Indian,  Fast Food"
1900,4.1,202,RK Salai (Cathedral Road),North Indian
1400,3.7,199,"E Hotel, Royapettah","North Indian,  Continental,  Italian"
1300,4.2,195,"ITC Grand Chola, Guindy","Desserts,  Ice Cream"
450,3.7,246,Porur,"Arabian,  Chinese"
700,2.4,298,Adyar,Chinese
3300,4.1,197,"Hyatt Regency, Teynampet","Italian,  European"
2000,3.9,304,Vadapalani,"North Indian,  South Indian,  Chinese,  Continental"
300,3.8,165,Aminijikarai,"Chettinad,  Chinese,  South Indian,  Seafood"
500,3.8,277,Choolaimedu,"Continental,  North Indian,  Chinese,  Fast Food,  Beverages"
500,3.9,216,Kilpauk,"Desserts,  Fast Food,  Beverages"
500,3.9,169,Ashok Nagar,Chinese
600,3.4,353,GST Road,"Chettinad,  North Indian,  Chinese"
700,4,225,Tambaram,"Cafe,  Fast Food,  North Indian,  Chinese,  Chettinad,  Pizza"
800,3.1,277,Velachery,"Biryani,  North Indian,  BBQ,  Arabian,  Chinese"
1000,4,268,Nungambakkam,"Chettinad,  Chinese,  Seafood"
350,4.2,241,Adyar,"Beverages,  Desserts"
1200,3.8,196,Akkarai,"Continental,  Beverages,  BBQ,  Chinese,  Desserts"
450,3.8,369,Ramapuram,"Biryani,  Chinese,  Chettinad,  North Indian"
3000,3.9,188,"Le Royal Meridien, St. Thomas Mount","European,  Chinese,  Continental"
4000,4.3,195,"The Leela Palace, MRC Nagar",Chinese
900,4,248,"Hotel Ranjith, Nungambakkam","Continental,  Chinese,  North Indian,  Desserts,  Beverages"
600,3.9,233,Kolathur,"Chinese,  North Indian,  BBQ,  Rolls,  Chettinad"
500,,Does not offer Dining,Madipakkam,"Arabian,  Mughlai,  Chinese,  North Indian"
800,3.7,170,Old Mahabalipuram Road (OMR),"Biryani,  North Indian,  Andhra,  Chinese,  Bengali"
700,4,236,Injambakkam,"Continental,  Burger,  Mexican,  Sandwich"
1000,4.1,208,Alwarpet,"Continental,  Chinese,  Beverages"
300,3.2,367,Mogappair,"Arabian,  Rolls"
3000,4,185,"Trident, GST Road","Continental,  South Indian,  Chettinad,  Thai,  Italian,  North Indian"
800,3.8,209,Porur,"North Indian,  Continental"
400,4.1,344,Ramapuram,"Sandwich,  Burger,  Pizza,  Wraps,  Fast Food,  Beverages,  Ice Cream"
1700,4.2,210,Neelangarai,"French,  Italian,  Continental"
900,4,262,Perungudi,"Chinese,  North Indian,  Biryani,  Desserts"
1500,4,286,T. Nagar,"Finger Food,  North Indian,  Chinese"
500,3.8,354,Mogappair,"Mughlai,  Chinese,  North Indian,  Arabian,  Biryani,  Seafood"
550,4.1,199,Besant Nagar,Chinese
400,2.2,187,Nungambakkam,Cafe
1400,2.8,214,Royapettah,"Portuguese,  Italian,  Mexican,  Spanish,  American"
800,3.7,127,Porur,"Continental,  Italian,  Pizza,  Steak,  Thai,  Asian"
1300,3.5,168,Adyar,"Continental,  Seafood,  Mediterranean,  Italian,  Greek,  French,  Desserts"
700,3.9,237,Ashok Nagar,"Chinese,  Chettinad,  BBQ,  North Indian"
500,3.9,228,Perambur,"Fast Food,  Biryani"
1500,3.9,178,Adyar,"Chinese,  Biryani,  North Indian"
200,4.2,324,Sowcarpet,South Indian
400,3.9,180,Nungambakkam,"Cafe,  Fast Food,  Beverages"
1300,3.9,180,Besant Nagar,"North Indian,  Mughlai,  Fast Food,  Beverages,  Desserts"
500,3.8,325,Mylapore,"Biryani,  North Indian,  South Indian,  Chinese"
600,4.1,312,Egatoor,"Thai,  North Indian,  Italian,  Mexican"
400,4,328,Thuraipakkam,"North Indian,  South Indian"
1500,4.1,213,Adyar,"Asian,  North Indian,  Chinese,  Italian,  Thai,  Beverages"
1700,4,215,Nungambakkam,"North Indian,  Chinese,  Italian,  Kebab,  Beverages"
300,3.6,214,Nanganallur,"North Indian,  Chinese,  Fast Food,  Beverages"
1600,4.1,176,"Crowne Plaza Chennai Adyar Park, Alwarpet","European,  Middle Eastern,  North Indian,  Asian,  South Indian"
800,3.9,276,Anna Nagar East,"Biryani,  North Indian,  Chinese"
350,4.1,365,Karapakkam,"Biryani,  Chinese,  Andhra"
300,4,213,Porur,"Cafe,  South Indian,  Desserts"
500,3.1,194,Kottivakkam,"Biryani,  Chettinad,  North Indian,  Chinese"
1000,3.8,101,T. Nagar,"Cafe,  American,  Salad,  Continental,  Italian,  Asian"
3500,4.3,245,"Taj Fishermans Cove Resort & Spa, Kanchipuram District","Continental,  Burger,  Italian,  French"
2200,4,168,"Hyatt Regency, Teynampet",Chinese
500,3.9,286,Ambattur,"BBQ,  South Indian,  Chinese"
600,3.8,330,George Town,"North Indian,  South Indian,  Chettinad,  Chinese"
400,3.6,292,Adyar,"North Indian,  Chettinad,  Biryani,  Chinese"
400,4.1,250,Kilpauk,"Fast Food,  Desserts,  Beverages"
2000,4.1,172,"Ramada Plaza, Guindy","Chinese,  Japanese,  Asian,  Thai"
850,4.1,279,Nungambakkam,"South Indian,  Chettinad"
700,3.7,163,"Deccan Plaza, Royapettah","North Indian,  Asian,  South Indian"
